ID,English Word,Tachelhit Expression
3889,lot,"1.A lot of something, or lots of something, is a large amount of it. Id awa n"
3890,lotion,"tafrirt֎֎ tifrirt֎֎ afrir, ifriren֎֎ tizrerreft, tizrerrefin֎֎ talusi, tilusiwin֎֎ alusu, ilusuten֎֎ aman֎֎ talizza, tilizziwin֎֎"
3891,lottery,takccuḍt
3892,loudly,s jjhed
3893,loudspeaker,"isk, aksiwen n wawal"
3894,louse,"tilkit, tilkin"
3895,lout,"aẓlmaḍ, iẓlmaḍen֎֎ hlluḍ, id hlluḍ֎֎ baygli, id baygli֎֎ cikrir, id cikrir֎֎ amtllecc, imtlleccen֎֎ abahlal, ibahlalen֎֎ bahlal, id bahlal֎֎ amkuf, imkufen֎֎ amguf, imgufen֎֎ ankuf, inkufen֎֎ anguf, ingufen֎֎ amɛḍuṛ, imɛḍaṛ֎֎ amkuf, imkufen֎֎ amtellc, imtellcen֎֎ abuhal, ibuhalen֎֎ abuhali, ibuhaliyen֎֎ baqqʷffa, id baqqʷffa֎֎ ẓẓmeṛ, id ẓẓmeṛ֎֎ aɣʷyul, iɣʷyal֎֎ antluf, intlufen֎֎ amtluf, imtlufen֎֎ antluf, intlufen֎֎ mixxi, id mixxi֎֎ baḥffu, id baḥffu ...֎֎ love:  (v.) 1.If you love someone, you love strong feelings of affection for them. Iri"
3896,love bite,"tabbayt, tabbayin"
3897,lovely,ifulkin
3898,lover,"1.A person’s lover is someone that they have a sexual relationship with but are anot married. Imiri, imiriyen/imuran"
3899,lozenge,"talfanidt, tilfanidin"
3900,low bow,"abndeqq, ibndeqqen"
3901,low tide,"tayssa, tayssiwin n ill"
3902,lowing,"asmuhu, ismuhuten"
3903,loyal,"bu-jjnjem/ssnjem awal, id bu-jjnjem/ssnjem awal֎֎ bu-yan-w- awal, id bu-yan-w-awal֎֎ anflus"
3904,lucerne,"ikffis, ikffisen"
3905,luck,1.Luck or good luck is anything good that happens to you which is not a result of your own efforts. Annaẓ/annaz
3906,lucky,"1.If someone is lucky, they are in a desirable situation. Afasi"
3907,luggage,ibrdan
3908,lukewarm,yulban
3909,lull,sruhrru
3910,lump,"1.A solid piece of something. Tifressit, tifressiwin n iflu/usɣar/ukccuḍ֎֎ aqqa, aqqayen n sskkʷaṛ֎֎ afṛeẓẓu, ifṛeẓẓa n idqqi֎֎ azgʷi, izwiyan n idqqi֎֎ azlallay, izlallayen n idqqi...֎֎ 2.A small, hard piece of flesh on someone’s body. Aqqa, aqqayen"
3911,lunchtime,tuẓẓumt/iẓẓi/ammas n wass
3912,lung,"turtt, turin"
3913,lust afer,ssutel
3914,luxation,"amussu, imussuten"
3915,luxurious,iskkahwan
3916,luxury,"1.Luxury is great comfort, especially among expensive and beautiful surroundings. Afulki, ifulkiyen"
3917,lynx,"wirzan, id wirzan"
3918,lyrics,iwaliwen
3919,macerate,ssḍlu
3920,maceration,"assḍlu, issḍluten"
3921,machete,"tamaykt, timaykin"
3922,machinate,sbalis
3923,machination,"tiddest, tiddas"
3924,machine,"taɣarrayt, tiɣarrayin֎֎ taharrayt, tiharrayinɣ֎֎ taqarrayt, tiqarrayin֎֎ timjirrit, timjirriyin֎֎ tannaɛuṛt, tinnaɛuṛin֎֎ tamakint, timakinin֎֎ tamacint, timacinin֎֎ tasagut, tisagutin֎֎ talmakinat, tilmakinatin֎֎ talmacinat, tilmacinatin֎֎"
3925,machinery,tiɣarrayin
3926,mackerel,"aẓṛṛug, iẓṛṛugen"
3927,mad,1.Somone who is mad has a mental illness which causes them to behave in strange ways. Nufel
3928,madness,axlu/axʷlu
3929,maggot,"axuy, axuyen֎֎ aḥuy, iḥuyen֎֎ abxxuy, ibxxuyen֎֎ abxxuc, ibxxucen֎֎ abaxxa, ibaxxaten֎֎ afxxuy, ifxxuyen֎֎ magic:  (adj.) 1.Of, relating to, or invoking the supernatural. N teqqddact"
3930,magic spell,iskkiren
3931,magician,"1.A sorcerer; a wizard. Aqqddac, iqqddacen֎֎ bi-iskkiren, id bi- iskkiren֎֎ bab n iskkiren, id bab n iskkiren֎֎ bu-temkkurart, id bu- temkkurart֎֎ bab n temkkurart, id bab n temkkurart֎֎ bu-tuwmmist, id bu- tuwmmist, bab n tewmmist, id bab n tewmmist...֎֎ 2. One who performs magic for entertainment or diversion. Bu-tefṛifṛa, id bu-tefṛifṛa"
3932,magnet,"lhintt, id lhintt"
3933,magnificent,iskkahwan
3934,maid,"tawayya, tiwiwwin"
3935,mail order,"azan, azanen"
3936,mailman,"bu-teṣḍeṛin, id bu- teṣḍeṛin֎֎ bu-tebratin, id bu- tebratin֎֎ amsslkem, imsslkemen n 31 tebratin֎֎ anbḍu, inbḍuten n tebratin֎֎ arqqas, irqqasen֎֎ amazan, imazanen֎֎"
3937,maim,skucem
3938,main course,"tiremt ittumnidn, tiram ittumniden"
3939,mainly,tuggʷt
3940,maintain,"1.If you maintain something, you make it continue or keep it at particular rate or level. Ɣama/ɣumu"
3941,maize,asngar
3942,majesty,bab n temɣuri/temɣrawt/waddur/tinumɣert/ temagart/tesugʷert
3943,majority,1.The majority of people or things in a group is more than half of them. Tuggʷt
3944,make for,sker
3945,make of,ini
3946,make out,akʷez
3947,make up,"1.If a number of people or things make up something, they are the members or partis of it. Eg"
3948,make-up,"tanast, tanasin"
3949,malediction,"tagat, tagatin"
3950,malicious,ixʷcenn
3951,malign,jrrem
3952,mallet,"azduz, izdaz"
3953,mallow,"wabjjir, id wabjjir"
3954,maltreat,jmtuṭṭeṛ
3955,manage,"1.If you manage to do something, you succed in doing it. Af"
3956,management,"1.Management is the control and organizing of something. Tamazzalt, timazzalin֎֎ tazzela, tazzeliwin֎֎ tiqimt, tiqimitin֎֎ tiɣimt, tiɣimin֎֎ tamatert, timitar֎֎ taḍuft, tiḍaf֎֎ tubedda, tubeddiwini֎֎ abeddad, ibeddaden֎֎ asnmala, insmalaten֎֎ asgaddi, isgaddiyen֎֎ asmgaddi, ismgaddiyen֎֎ tizigzi, tizigziwin֎֎ 2.The management is the people who control an organization. Bab, id bab n teøawsa"
3957,mange,aýýiḍ
3958,manger,"asdes, isdas"
3959,mangy dog,"amýýuḍ, imýýaḍ"
3960,manhandle,jmtuṭṭeṛ
3961,manhood,"tirrugeza, tirrugeziwin"
3962,manifest,ifleln
3963,mankind,afgan
3964,manufacturer of packsadlles,"bi- iḥlsan/iḥleyas, id bi-iḥlsan/iḥleyas"
3965,manure hill,"amdduz, imdduzen n umazir֎֎ tagudit, tigudiyin n umazir"
3966,manuscript,"arra, arraten n ufus"
3967,map,"takaṛḍa/takkaṛḍa, tikaṛḍiwin/takkaṛḍiwin"
3968,marabout,"agʷrram, igʷrramen"
3969,marble,"1.A hard crystalline metamorphic form of limestone, typically white with mottlings or streaks of color, that is capable of taking a polish and is used in sculpture and architecture. Timicci"
3970,marc,"lfiṭuṛ, id lfiṭuṛ"
3971,March,"Maṛṣ, id Maṛṣ"
3972,March rain,anẓaṛ n umaẓuẓ/tutela/ Maṛṣ
3973,margarine,tudit n tuga/tadunt
3974,margin,"1.If you win a contest by large or small margin, you win it by a large or small amount. Amyagal, imyagalen"
3975,mare,"tagʷmart, tigʷmarin"
3976,marguerite,"taysa, taysiwin"
3977,marigold,"kerziz, id kerziz"
3978,maritime squill,"aẓalim, iẓalimen n uccen"
3979,marked,ifawn
3980,marking,"afray, ifrayen"
3981,marmalade,amaɣus n litcin nɣedd llimun
3982,marrow,"adif, idifen"
3983,marriage,1.The relationship between a husband and wife. Littihal/itihel
3984,married,ittaheln
3985,marry,"1.When a man and woman get married or marry, they become each other’s husband and wife during special ceremony. Ttahel/ttihel"
3986,marsh,"aglagal, iglagalen"
3987,marshmallow,"tibinṣeṛt, tibinṣeṛin"
3988,martyr,"iniɣi, inaɣan"
3989,martyrdom,"tiniɣit, tiniɣitin"
3990,masculinity,"tirrugeza, tirrugeziwin"
3991,massacre,"timeɣiwt, timneɣiwin"
3992,masseur,"akssal, ikssalen"
3993,massive,bahra imqqurn/ixatern
3994,mast,"ṣṣaṛi, id ṣṣaṛi"
3995,masterpiece,tawwuri mqqurn/ixatern/ittubdarn
3996,mastic tree,"tidegt, tidag/tidegin"
3997,masticate,geẓẓ
3998,mastication,"agẓaẓ, agẓaẓen"
3999,masturbate,gger i ufus/tummaẓt
4000,masturbation,"tiqqut, tiqqutin n ufus/tummaẓt"
4001,masturbator,"bu-tummaẓt, id bu- tummaẓt"
4002,mat,"1.A small piece of carpet or other thick material that you put on a table to protect it from a hot plate or cup. Tasddult, tisddulin n uṭṭaýin֎֎ tisswit, tisswitin֎֎ tamssut, timssutin֎֎ tazakat, tizakatin֎֎ tandut, tindutin֎֎ tisggʷit, tisggʷitin n uṭṭaýin֎֎ tacaycut, ticaycutin֎֎ tisibit, tisibitin֎֎ taẓeṭṭat, tiẓeṭṭiwin֎֎ 2.A small piece of carpet or other thick material that you put on the floor. Asri, isryan"
4003,mathematics,asiḍen
4004,maths,asiḍen
4005,mattress,"aclif, iclifen"
4006,maul,"azduz, izdaz"
4007,Mauritania grass,"ummad, ummaden"
4008,mauve,amnnidji
4009,may,"1.If something may happen, it is possible that it will happen. Irwas"
4010,May,"mayyu, id mayyu"
4011,maybe,irwas
4012,mayonnaise,taḥlalayt
4013,mayor,"amɣar, imɣaren"
4014,meadow,"agʷmer, igʷmeran"
4015,meal,"tiremt, tiram"
4016,meander,"tasutelt, tisutal"
4017,meaning,"umel, umelan"
4018,meant,"1.If something is meant to happen, that is what was intended. Imil"
4019,meantime,ar ɣ akud-ann
4020,meanwhile,lliɣ
4021,measle,warjajat
4022,measurement,"asɣel, isɣelen"
4023,measuring rod,"tizeɣt, tizeɣin"
4024,meat,"1.The flesh of an animal (especially a mammal) as food. Tifyyi, tifyyiwin"
4025,mechanic,"amikanik, imikaniken"
4026,mechanical,n tamikanikt
4027,mechanism,"tamikanikt, timikankin"
4028,medal,"tazlɣi/tazlɣa, tizlɣiwin"
4029,medicine,1.Medicine is the treatment of illness and injuries by doctors and nurses. Tisifert
4030,meditate,"1.If you meditate on something, you think about it very deeply. Swangem"
4031,medulla,adif
4032,meet,"1.If you meet someone, you happen to be in the same place as them. Mmiggir/mmiqqir"
4033,meeting,"almuqqar, ilmuqqaren"
4034,melancholy,"annuɣcef, innuɣcefen"
4035,melasma,"takuli, tikuliwin"
4036,melon,"agrrum, igrrumen"
4037,melody,"asif, isaffen"
4038,melt,fsi/bsi
4039,melted butter,udi
4040,melting pot,"abuḍ, ibuḍen"
4041,member,"agʷmam, igʷmamen"
4042,membership,"altaɣ, altaɣen"
4043,memoir,"anqqis, inqqisen"
4044,memorable,ittukʷttayn
4045,memory,"1.Your memory is your ability to remember things. Tamsskʷtit, timsskʷitiyin"
4046,menace,ggall
4047,mend,ṣuwweb
4048,menses,idammen
4049,menstruation,idammen
4050,mensuration,"asɣel, isɣelen"
4051,menu,"tawala, tiwaliwin n tiram"
4052,mercenary,"amkray, imkrayen"
4053,merchant,"bu-teḥanut/lheri, id bu- teḥuna/lheri"
4054,mercury,"aṣḍeṛ, iṣḍeṛan"
4055,mere,imikk
4056,merely,ɣar
4057,merlon,"taccṛaft, taccṛafin"
4058,merry-go-around,"azreg, izregan"
4059,mesh,"tiṭṭt, tiṭṭawin"
4060,mess up,smrwi
4061,message,"tabratt, tibratin"
4062,messenger,"amazan, imazanen"
4063,metal,"taɣawsa, tiɣawsiwin"
4064,meter,"mitru, id mitru"
4065,method,"tamnekt, timnekin"
4066,metre,"mitru, id mitru֎֎ 75"
4067,metric,n mitru
4068,mice,tiɣrdayin
4069,microphone,"bu-uqqrun, id bu- uqqrun"
4070,midday,tuẓẓumt/iẓẓi/ammas n wass
4071,middle-aged,N tuẓẓumt
4072,middle classs,taduli n tuẓẓumt/iẓẓi/wammas֎֎ taduli tanuẓẓumt/tiniẓẓit/tanammast֎֎
4073,middle finger,"mager, id mager n iḍuḍan"
4074,midget,"agzzaylu, igzzuyla"
4075,midnight,iger yy-iḍ
4076,might,1.You use ‘might’ to say that something will possibly happen or is possibly true. Irwas
4077,mild,ifulkin/ihiyyan
4078,mildew,"taɣmalt/tuɣmalt, tiɣmalin/tuɣmalin"
4079,mildewd,anɣmal
4080,mile,"mayyl, id mayyl"
4081,mileage,aɣaras
4082,military,n igumiyen/isardasen
4083,militia,"tamunt, timunin"
4084,militiman,"imḥḥirki, imḥḥarkan"
4085,milk tooth,tuxʷsin n tegʷfayt (mad. ikkes tuxʷsin n tegʷfayt)֎֎
4086,milking,"tuẓẓegt, tuẓẓegin"
4087,millennium,ifḍ n issggʷassen
4088,miller,"bu-iẓiḍ, id bu-iẓiḍ"
4089,millet,"tafsut, tifsutin"
4090,millimeter,"milimiter, id milimiter"
4091,million,"mlyun, id mlyun"
4092,millionaire,"amlyunir, imlyuniren"
4093,millipede,"tafiɣra, tifiɣriwin"
4094,millstone,"aɣuref, iɣurefan"
4095,mimic,sker
4096,min,azizgel n tusdadt֎֎
4097,minaret,"taṣṣumεit*, tiṣṣumεay"
4098,mind," (n.) 1.You mind is you ability to think, together with all the thoughts you have and your memory. Ixf, ixfawen"
4099,minder,"tarbbit, tirbbitin"
4100,miner,"aḍṛṛab, iḍṛṛaben"
4101,mineral,n usgu
4102,mini-skirt,"tasafa igʷýḍaḍn, tasafatin igʷýḍaḍen"
4103,miniature,igan/ilan imikk/imiskukk
4104,minister,"1.A person who is in charge of a particular government deparment. Anmasu, inmusa"
4105,ministry,timusa
4106,minor,imẓẓiyn/imẓẓin
4107,minority,"1.The minority of people or things in a group is a number of them forming less thatn half of the group. Tadrusi/tidrusi, tidrusiwin"
4108,minstrel,"ṛṛayṣ, id ṛṛayṣ"
4109,minuscule,imẓẓikn
4110,miracle,"takunt, tikunin"
4111,mirador,"accbaṛ, iccbaṛen"
4112,mirage,aman n marur
4113,mirror,"tisit, tisitin"
4114,miscarriage,"aɣray, iɣrayen"
4115,mischievous,bu-tebaslit
4116,mischief,tabaslit
4117,mischievousness,tabaslit
4118,miser,"1.A person who hoards wealth and spends as little money as possible. Aqqmcac, iqqmcacen"
4119,miserable,"1.If you are miserable, you are very unhappy. Innuɣcefn"
4120,miserliness,"taɣart, taɣarin"
4121,miserly,1.Not willing to spend or give much money; miserly. Igan aqqʷmcac/aqqrzaz/amidrus/akʷmas
4122,misery,"tassast, tassasin"
4123,mishap,"gar, id gar"
4124,misfortune,"gar, id gar"
4125,mislead,jlu
4126,misleading,ijllun
4127,missile,"amgaran, imgaranen"
4128,missing,laḥ
4129,mission,"asmmigel, ismmigelen"
4130,misstep,"anguṭtem, inguṭṭemen"
4131,mist,"iwiẓ, iwaẓẓen"
4132,mistaken,ɣal/ɣald
4133,mister,"Mas, id Mas"
4134,mistreat,Jmtuṭṭeṛ
4135,mistress,"lalla, id lalla"
4136,mix,rkes
4137,mix up,ini
4138,mixed herbs,"taẓyut, tiẓyutin"
4139,mixer,"tamsmkrest, timsmrkesin"
4140,mixture,"tarwwayt, tirwwayin֎֎ targgʷayt, tirggʷayin֎֎ tamrwayt, timrwayin֎֎ taṛaɛit, tiṛaɛiyin֎֎ arkkis, irkkisen֎֎ aṛkkiẓ, iṛkkiẓen֎֎ asrkes, isrkas֎֎ asmrkes, ismkrasen֎֎ amsasay, imsasayen֎֎ mm (abbr.): milimitr, id milimitr"
4141,mob,"tamunt, timunin֎֎ tasmunt, tismunin֎֎ agraw, igrawen֎֎ agdud, igduden֎֎ ahuttil, ihuttilen֎֎ agrar, igraren֎֎ azawag, izawagen֎֎ amdurru, imdurruten֎֎ azrrabuq, izrrabuqen֎֎ tarrahust, tirruhas֎֎ ataras, itarasen֎֎ adaras, idarasen֎֎ tarabbut, tirubba֎֎ tarrbiɛt, tirrbiɛin֎֎"
4142,mobile,ittemussun
4143,mockery,"tamllaɣit, timllaɣiyin"
4144,mode,"manikk, id manikk"
4145,modern,1.Relating to the present time. N ɣil- ad/uzmez-ad/tizi-ad/tiwwt-ad/ass-ad
4146,modernize,sitrir/smaynu
4147,modesty,"tidruwca, tidruwciwin"
4148,modification,"anfel, infelen"
4149,modify,snfel/nfel
4150,mohel,"aziyyan, iziyyanen"
4151,moist,ilan aman/almumu/taṛuẓmut…
4152,moisture,"aman֎֎ tilkki֎֎ taṛuẓmut֎֎ almumu֎֎ almu֎֎ abzeg֎֎ agundu֎֎ afzeg֎֎ tiɣli֎֎ umuɣ֎֎ mmeɣ֎֎ unfus, unfusen֎֎ uncuḍ, uncuḍen֎֎"
4153,molar,"agʷl, ugʷlan"
4154,mold,"taɣmalt, tiɣmalin"
4155,mole,"talxleqqt, tixleqqin"
4156,molecule,"afnuz, ifnuzen"
4157,mollusc,"aøwlil, iøwlilen"
4158,mom,"immi, id immi"
4159,monarch,"agllid, igledan"
4160,monarchy,"tagldit, tigldiyin/tiglditin"
4161,Monday,"arim, irimen"
4162,money,idrimen
4163,moneychanger,"aṣṛaṛfi, iṣṛaṛfiyen"
4164,moneylender,"amṛṭṭel, imṛṭṭelen"
4165,monk,"amharruc, imharruen"
4166,monkey,"aẓɛḍuḍ, iẓɛḍuḍen"
4167,monolingualism,yat-tulayt֎֎ yan-wawal/ils֎֎
4168,monotony,"tulesa, tulesiwin"
4169,monster,"taɣʷẓent, tiɣʷẓenin֎֎ lhictt, id lhictt֎֎ lmɛjujjt, id lmɛjujjt֎֎ axu, ixuten֎֎ tabuxct, tibuxcin֎֎ lbuxct, id lbuxct֎֎ asawd, isawden֎֎ bu-uɛau, id bu- uɛɛu/bu-uxx,id bu-uxxu (chld. lge)֎֎"
4170,month,"ayyur, iyyiren"
4171,monument,"iørem, iøreman"
4172,mood,"azmez, izmaz"
4173,mooing,"asmuhu, ismuhuten"
4174,moon,"1.The natural satellite of the earth, visible (chiefly at night) by reflected light from the sun. Ayyur, iyyiren"
4175,moonlight,"tamayyurt, timayyurin"
4176,morale,"iman, imanen"
4177,morality,"aɣɣʷad, iɣɣʷaden"
4178,moray eel,"tizlemt, tizlemin"
4179,morning,"taylgi, taylgiwin֎֎ tifawt, tifawin֎֎ taskkat, tiskkatin֎֎ asakka, isakkiwen֎֎ iɣil/iɣir/ibiqqi/uffu/zikk n wass֎֎ iffu, iffuten֎֎ uffu, uffuten֎֎ Moroccan:  (adj.) 1.Belonging or relating to Morocco. N Umur n Wakuc/Mṛṛakʷc/Lmɣrib/Umṛṛuk"
4180,Morocco,tamazirt n Umur n Wakuc/Mṛṛakʷc/Lmṛṛuk֎֎ Lmɣrib֎֎
4181,moron,"amɛḍuṛ, imɛḍaṛ֎֎ amkuf, imkufen֎֎ baygli, id baygli֎֎ cikrir, id cikrir֎֎ amtellc, imtellcen֎֎ abuhal, ibuhalen֎֎ abuhali, ibuhaliyen֎֎ abahlal, ibahlalen֎֎ baqqʷffa, id baqqʷffa֎֎ ẓẓmeṛ, id ẓẓmeṛ֎֎ aɣʷyul, iɣʷyal֎֎ amguf, imgufen֎֎ anguf, ingufen֎֎ antluf, intlufen֎֎ amtluf, imtlufen֎֎ mixxi, id mixxi֎֎ baḥffu, id baḥffu֎֎ baqqʷffa, id baqqʷffa...֎֎"
4182,morose,ikṛuẓn
4183,mortar,"1.A short, smoothbore gun for firing shells (technically called bombs) at high angles. Nnfeḍ, id nnfeḍ"
4184,mortarboard,"tafrdut, tifrda"
4185,Moslem,"amuslem, imuslemen"
4186,mosque,"timzgid/timzgida, timzgadiwin"
4187,mosque tower,"tin tegheri, id tegheri"
4188,mosquito,"wabiba, id wabiba"
4189,mostly,a bahra iggutn
4190,motel,"igʷiz, igʷizen"
4191,motely,igan akṛkaḍ
4192,moth,"timtcit, timtcitin"
4193,mother,"immi, id immi"
4194,mother-in-law,"taḍggʷalt, tiḍggʷalin"
4195,motion,"1.Motion is movement. Amussu, umussuten֎֎ acncucuḍ, icncucuḍen֎֎ amattay, imattayen֎֎ amutti, imuttiyen֎֎ amdudi, imdudiyen֎֎ andudi, indudiyen֎֎ asmdudi, ismdudiyen֎֎ anucceg, inuccegen֎֎ asnucceg, isnuccegen֎֎ azurduz, izurduzen֎֎ argagi, argagiyen֎֎ 2.A proposal which people discuss and vote on at a meeting. Tasrust, tisrusin"
4196,motionless,izgan
4197,motivate,"1.If you are motivated by something, it makes you behave in a particular way. eg-nn"
4198,motive,"asrag, isragen"
4199,motor,"imsɣirri, imsɣirriyen"
4200,motorist,"bu-w-ayyis n takat, id bi- isan n takat֎֎"
4201,motorway,"aɣaras n tefssi/tewada, zzreb/tazzela"
4202,mottled,ikkṛkeḍn
4203,mould,"taɣmalt/tuɣmalt, tiɣmalin/tuɣmalin"
4204,mound,"aɛṛṛam/aørram, iɛṛṛamen/iørramen"
4205,mountain,"adrar, idraren"
4206,mountain dweller,"abudrar, ibudraren"
4207,mountain spinach,armas
4208,mourne,sker tasnit/agjdur
4209,mourning,"tasnit, tisnitin"
4210,mouthful,"imi, imawwen"
4211,move about,mlmel
4212,move away,sitti
4213,move back,urri/aḍu tiɣʷrdin/ḍaṛat/tikʷrmin
4214,moved,mu iqqen uɣʷni taqqayt
4215,movement,"1.Movement involves changing position or going from one place to another. Amussu, imussuten֎֎ amattay, imattayen֎֎ amutti, imuttiyen֎֎ amdudi, imdudiyen֎֎ andudi, indudiyen֎֎ asmdudi, ismdudiyen֎֎ anucceg, inuccegen֎֎ asnucceg, isnuccegen֎֎ azurduz, izurduzen֎֎ 2.A group of people who share the same beliefs or aims. Amussu, imussuten"
4216,movie,"assfif, issfifen"
4217,moving,ittemussun
4218,mow,bbi
4219,muck,amazir
4220,muck hill,"amdduz, imdduzen n umazir֎֎ tagudit, tigudiyin n umazir֎֎"
4221,mucus,"ajɣlil, ijɣlilen"
4222,mud,"abluẓ, ilbeẓan"
4223,muddy,ilan/igan abluẓ
4224,muddle up,nxabbal
4225,mulatto,"aḥzgun, iḥzgunen"
4226,mulberry tree,"iεajl, iεajlen"
4227,mule,"asrdun, isrdan/isrdanen"
4228,mull over,sak ixf
4229,mullet,"aburi, iburiyen"
4230,multitude,kada
4231,mum,"immi, id immi"
4232,mumble,sgngum
4233,mummy,"1.Your mummy is your mother. Immi, id immi"
4234,mump,"taḍuṛi, tiḍuṛiwin n imzgan"
4235,munch,geẓẓ
4236,murderer,"bi-inaɣan, id bi-inaɣadn"
4237,murky,illasn
4238,muscle,"taselmt, tiselmin֎֎ tankḍt, tinkḍin֎֎ abajj, ibajjen֎֎ taklsimt, tiklsimin֎֎ taẓlmumayt, tiẓlmumayin֎֎ tabujjut, tibujja֎֎"
4239,muscular,igan bi- ighariwen/iɣʷṛaḍ/ifadden/idmaren
4240,museum,"asimel, isimalen"
4241,mushroom,"agursel, igursal֎֎ aresl, irislen֎֎ tirfas n iḍan֎֎ akucci n wakal/Waɛṛab(pej.)֎֎ tirfas n iḍan(pej.)֎֎ akucci n teɣʷẓentt(pej.)֎֎"
4242,music,"1.Music is the pattern of sounds pefromed by people singing or playing instruments. Aẓawan, iẓawanen"
